rank;word;freq;#texts;%caps;blog;web;TVM;spok;fic;mag;news;acad;blogPM;webPM;TVMPM;spokPM;ficPM;magPM;newsPM;acadPM
868;written;108612;62751;0,03;18416;24073;4847;11359;9019;11863;10615;18420;148,21;187,17;37,85;90,05;76,22;94,08;87,19;153,77
869;expected;108607;69052;0,01;12516;14725;3906;11337;11762;12623;22529;19209;100,73;114,49;30,50;89,88;99,41;100,11;185,06;160,36
870;players;108488;37147;0,06;17206;14096;2596;7017;2142;16519;42181;6731;138,47;109,60;20,27;55,63;18,10;131,01;346,48;56,19
871;perfect;108434;65331;0,10;16205;15701;22871;9810;14066;15814;9604;4306;130,42;122,08;178,58;77,77;118,88;125,42;78,89;35,95
872;computer;108193;42180;0,09;12848;16968;10155;8594;10061;21660;14565;13340;103,40;131,93;79,29;68,13;85,03;171,78;119,64;111,36
873;brown;108188;46639;0,62;8333;9106;6068;14317;18081;19179;25107;7974;67,06;70,80;47,38;113,50;152,81;152,10;206,23;66,57
874;career;107782;57517;0,04;14682;14012;6749;11299;5012;16996;26087;12944;118,16;108,95;52,70;89,58;42,36;134,79;214,28;108,06
875;piece;107778;63952;0,02;15335;13662;16661;14870;14925;15245;10042;7037;123,42;106,23;130,09;117,89;126,14;120,90;82,49;58,74
876;watching;107723;63719;0,05;13309;10989;13989;20898;24834;10811;10361;2531;107,11;85,44;109,23;165,68;209,88;85,74;85,11;21,13
877;created;107395;66398;0,01;17780;20013;5076;9138;4276;17180;14479;19451;143,09;155,61;39,63;72,45;36,14;136,25;118,93;162,38
878;star;107361;49177;0,34;12638;13381;11038;11232;8115;25405;20399;5123;101,71;104,04;86,18;89,05;68,58;201,48;167,56;42,77
879;chief;107306;54207;0,31;6986;11236;10872;18973;7723;14021;29268;8227;56,22;87,36;84,89;150,42;65,27;111,20;240,41;68,68
880;legal;107176;46709;0,08;15657;16439;4776;15742;3694;11462;17972;21434;126,01;127,82;37,29;124,80;31,22;90,90;147,62;178,93
881;sign;107165;65539;0,07;12610;12809;16540;11567;16666;14963;15328;6682;101,49;99,59;129,14;91,70;140,85;118,67;125,91;55,78
882;ability;107136;61973;0,01;17007;17608;2916;8648;3533;15556;11907;29961;136,87;136,91;22,77;68,56;29,86;123,37;97,81;250,11
883;teacher;106917;33069;0,09;8854;10054;6653;6487;8392;7252;10908;48315;71,26;78,17;51,95;51,43;70,93;57,51;89,60;403,33
884;workers;106868;37393;0,06;13135;13088;1860;11924;3398;14908;24587;23968;105,71;101,76;14,52;94,53;28,72;118,23;201,96;200,08
885;doctor;106766;38472;0,23;9496;11537;27650;14945;18141;14232;7850;2912;76,42;89,70;215,89;118,48;153,32;112,87;64,48;24,31
886;amount;106731;64233;0,01;20817;20905;3877;12340;3870;15955;12188;16779;167,54;162,54;30,27;97,83;32,71;126,54;100,11;140,07
887;die;106633;50341;0,06;9944;12234;33150;10276;18770;11111;6466;4682;80,03;95,12;258,83;81,47;158,63;88,12;53,11;39,08
888;follow;106496;70659;0,12;18437;18124;15124;9691;11605;13690;9528;10294;148,38;140,92;118,09;76,83;98,08;108,57;78,26;85,93
889;pick;106370;64954;0,09;13617;11250;24028;13212;13350;13539;15301;2071;109,59;87,47;187,61;104,74;112,83;107,37;125,68;17,29
890;quality;106362;52119;0,07;18407;17101;2432;5657;3088;15863;12479;31335;148,14;132,96;18,99;44,85;26,10;125,81;102,50;261,58
891;t;106264;29660;0,46;8012;12937;16973;3831;17939;13741;5851;26730;64,48;100,59;132,52;30,37;151,61;108,98;48,06;223,14
892;http;106193;23782;0,01;39972;36089;1;200;163;1723;6861;21184;321,70;280,60;0,01;1,59;1,38;13,66;56,36;176,84
893;patients;106173;21832;0,05;7747;11566;4137;9567;2860;17779;12314;40203;62,35;89,93;32,30;75,85;24,17;141,00;101,15;335,61
894;learned;106088;67170;0,02;14017;13177;8433;14218;14218;16478;13308;12238;112,81;102,45;65,84;112,72;120,16;130,68;109,31;102,16
895;clearly;106055;64618;0,13;17982;16136;5500;18138;9765;10825;8558;19150;144,72;125,46;42,94;143,80;82,53;85,85;70,30;159,86
896;considered;105913;66040;0,04;13910;16822;3278;9817;8969;11678;13360;28079;111,95;130,80;25,59;77,83;75,80;92,62;109,74;234,40
897;page;105877;51617;0,16;17947;25891;4920;7488;7310;24615;9217;8472;144,44;201,31;38,42;59,36;61,78;195,22;75,71;70,72
898;telling;105703;63900;0,03;13341;11850;25774;18247;15732;8505;8156;4092;107,37;92,14;201,24;144,66;132,96;67,45;66,99;34,16
899;seeing;105651;66874;0,07;16222;13397;15083;20089;15737;10457;9596;5067;130,56;104,16;117,77;159,27;133,00;82,93;78,82;42,30
900;subject;105183;56184;0,03;13966;20690;4161;8622;7033;13191;8995;28522;112,40;160,87;32,49;68,36;59,44;104,61;73,89;238,10
901;author;105126;57238;0,21;14802;21499;926;10113;4671;24742;10493;17880;119,13;167,16;7,23;80,18;39,48;196,22;86,19;149,26
902;paid;105100;60789;0,02;17577;16495;10747;12174;10052;12599;18039;7416;141,46;128,25;83,91;96,52;84,95;99,92;148,17;61,91
903;shit;105096;18580;0,22;9002;5677;73570;66;14528;1983;18;250;72,45;44,14;574,43;0,52;122,78;15,73;0,15;2,09
904;comments;104935;49970;0,14;41099;28210;721;7009;1353;6912;10486;9145;330,77;219,34;5,63;55,57;11,43;54,82;86,13;76,34
905;design;104894;41220;0,11;17249;17202;2841;3026;3169;21368;11028;29008;138,82;133,75;22,18;23,99;26,78;169,46;90,59;242,16
906;behavior;104789;40345;0,05;11911;12618;3499;8597;3627;11263;6938;45842;95,86;98,11;27,32;68,16;30,65;89,32;56,99;382,68
907;central;104720;54577;0,42;10425;12607;3619;9727;4833;15354;20958;27195;83,90;98,02;28,26;77,12;40,85;121,77;172,15;227,02
908;families;104444;50131;0,05;11538;11876;3622;17815;4756;15285;20318;19233;92,86;92,34;28,28;141,24;40,20;121,22;166,89;160,56
909;century;104331;49041;0,10;10980;14852;3287;7976;4938;21184;12187;28926;88,37;115,48;25,66;63,23;41,73;168,01;100,11;241,47
910;cover;104297;60660;0,09;13489;13671;11401;11070;10307;22991;13777;7588;108,56;106,30;89,02;87,76;87,11;182,34;113,17;63,34
911;attack;104246;48799;0,03;15536;16202;11069;19889;6787;13017;14563;7183;125,03;125,97;86,43;157,68;57,36;103,23;119,62;59,96
912;particularly;104067;65749;0,03;13231;13998;2085;14284;5406;15030;13469;26564;106,48;108,84;16,28;113,24;45,69;119,20;110,64;221,75
913;completely;104010;65142;0,03;22643;19070;11972;12178;11200;12179;7046;7722;182,23;148,27;93,48;96,55;94,66;96,59;57,88;64,46
914;eight;103906;68101;0,11;6712;8877;11979;16497;11723;16386;21831;9900;54,02;69,02;93,53;130,79;99,08;129,95;179,32;82,64
915;boys;103690;40800;0,13;7848;8885;24589;8982;20344;10645;12713;9683;63,16;69,08;191,99;71,21;171,94;84,42;104,43;80,83
916;numbers;103635;57924;0,04;16522;16390;5898;15544;5909;14693;14957;13721;132,97;127,44;46,05;123,23;49,94;116,53;122,86;114,54
917;fear;103581;55956;0,07;15831;14720;10085;12288;16376;12282;11422;10575;127,41;114,45;78,74;97,42;138,40;97,41;93,82;88,28
918;allow;103039;68108;0,04;17671;17589;6284;10411;5585;14816;14312;16370;142,22;136,76;49,07;82,54;47,20;117,50;117,56;136,66
919;success;102983;60177;0,05;15556;14211;3658;9194;3821;16752;16414;23376;125,20;110,49;28,56;72,89;32,29;132,86;134,83;195,14
920;mrs;102939;22682;0,99;2127;4243;24892;9394;29390;4931;9202;3693;17,12;32,99;194,36;74,48;248,39;39,11;75,59;30,83
921;hospital;102856;40186;0,21;7770;9212;15134;14148;13842;12566;19249;10931;62,53;71,63;118,17;112,17;116,99;99,66;158,11;91,25
922;calls;102730;64786;0,02;9759;11077;10372;16854;10141;16187;18971;9369;78,54;86,13;80,98;133,62;85,71;128,38;155,83;78,21
923;justice;102625;39043;0,46;10813;14876;5876;20800;4028;10961;16980;18291;87,02;115,66;45,88;164,90;34,04;86,93;139,48;152,69
924;save;102530;60143;0,11;15399;15474;22047;10572;10013;13963;11057;4001;123,93;120,31;172,14;83,81;84,62;110,74;90,82;33,40
925;herself;102310;43532;0,00;6263;8672;6754;7258;50136;10271;7411;5537;50,40;67,43;52,73;57,54;423,72;81,46;60,87;46,22
926;bank;102304;38764;0,37;12344;13267;9022;10961;8843;14726;21961;11111;99,35;103,15;70,44;86,90;74,74;116,79;180,39;92,75
927;growing;102055;66890;0,06;12394;12460;4516;11979;9141;19313;17900;14347;99,75;96,88;35,26;94,97;77,26;153,17;147,03;119,77
928;member;101546;59887;0,07;14043;16868;4453;14552;4513;12608;19188;15321;113,02;131,15;34,77;115,37;38,14;99,99;157,61;127,90
929;james;101517;45556;0,99;8825;13015;9826;14475;7941;15926;20986;10420;71,02;101,19;76,72;114,76;67,11;126,31;172,38;86,99
930;specific;101297;53195;0,02;14405;17403;2866;8383;2201;10962;6551;38526;115,93;135,31;22,38;66,46;18,60;86,94;53,81;321,61
931;cool;101172;51716;0,15;11745;9605;32107;8018;13005;16660;8413;1612;94,52;74,68;250,69;63,57;109,91;132,13;69,11;13,46
932;opportunity;101149;65555;0,04;16325;15417;6608;15221;4622;12257;13803;16894;131,38;119,87;51,59;120,67;39,06;97,21;113,38;141,03
933;size;101018;54945;0,03;12708;14836;5743;6242;8892;19603;10511;22483;102,27;115,35;44,84;49,49;75,15;155,47;86,34;187,69
934;expect;100989;67088;0,03;18555;15406;11138;14503;8228;12764;12594;7799;149,33;119,79;86,96;114,98;69,54;101,23;103,45;65,11
935;texas;100975;38798;1,00;9814;10533;3092;15881;3744;13054;37596;7246;78,98;81,90;24,14;125,90;31,64;103,53;308,82;60,49
936;levels;100896;44805;0,01;12119;14403;2005;5003;1634;15253;8563;41915;97,53;111,99;15,65;39,66;13,81;120,97;70,34;349,90
937;pass;100722;59308;0,07;15021;14343;12134;11306;12389;12718;17231;5577;120,89;111,52;94,74;89,63;104,71;100,86;141,54;46,56
938;systems;100709;40596;0,09;12370;13725;2990;4627;2686;17828;10772;35711;99,55;106,72;23,35;36,68;22,70;141,39;88,48;298,11
939;treatment;100661;36950;0,05;9907;12177;3343;8445;2399;15862;10936;37592;79,73;94,68;26,10;66,95;20,28;125,80;89,83;313,81
940;iraq;100450;21277;1,00;8514;9010;1398;40481;815;10145;20121;9943;68,52;70,05;10,92;320,93;6,89;80,46;165,28;83,00
941;trade;100336;41239;0,17;11419;12009;4210;13156;4079;14526;19191;21746;91,90;93,37;32,87;104,30;34,47;115,20;157,64;181,53
942;below;100311;60658;0,08;15637;17803;3065;3980;15681;20052;9045;15048;125,85;138,42;23,93;31,55;132,53;159,03;74,30;125,62
943;wish;100226;58362;0,05;16903;15633;26022;10114;13450;6524;5808;5772;136,04;121,55;203,18;80,18;113,67;51,74;47,71;48,18
944;drug;100073;32363;0,11;9047;10747;7020;16815;3253;15638;18613;18933;72,81;83,56;54,81;133,31;27,49;124,02;152,89;158,05
945;sleep;100056;42794;0,07;8361;14139;24678;7135;24312;12240;4900;4287;67,29;109,93;192,68;56,57;205,47;97,07;40,25;35,79
946;spend;99948;64714;0,03;18013;14430;11982;13491;8295;15109;13426;5202;144,97;112,20;93,55;106,96;70,11;119,83;110,28;43,43
947;global;99855;38128;0,18;18175;18416;1645;6758;1085;16907;11343;25526;146,27;143,19;12,84;53,58;9,17;134,09;93,17;213,09
948;various;99848;59200;0,04;14497;16657;1166;6704;6592;13095;9130;32007;116,67;129,51;9,10;53,15;55,71;103,85;74,99;267,19
949;received;99692;61735;0,01;12457;16953;3441;7757;5604;13260;17803;22413;100,25;131,81;26,87;61,50;47,36;105,16;146,24;187,10
950;sun;99600;42934;0,30;8450;13317;8921;4320;26771;20793;10110;6918;68,01;103,54;69,65;34,25;226,26;164,90;83,04;57,75
951;trump;99503;14208;0,98;1531;1284;775;47169;284;24424;22814;1215;12,32;9,98;6,05;373,95;2,40;193,70;187,40;10,14
952;ten;99483;53764;0,24;10237;11758;16427;8451;24717;12467;5269;10157;82,39;91,42;128,26;67,00;208,90;98,87;43,28;84,79
953;j;99415;28950;0,96;3714;5880;3888;2953;2754;8255;12449;59037;29,89;45,72;30,36;23,41;23,28;65,47;102,26;492,84
954;nobody;99126;53648;0,40;10060;8398;29943;17950;15767;7297;8007;1697;80,96;65,30;233,79;142,31;133,25;57,87;65,77;14,17
955;romney;98987;13582;0,99;44841;36548;51;11803;53;1446;3941;304;360,88;284,17;0,40;93,57;0,45;11,47;32,37;2,54
956;lose;98956;61914;0,03;15211;13044;20323;13352;9248;12087;11315;4375;122,42;101,42;158,68;105,85;78,16;95,86;92,94;36,52
957;dog;98925;34214;0,11;10373;10716;24230;9215;23074;10290;8097;2927;83,48;83,32;189,19;73,06;195,01;81,61;66,51;24,43
958;absolutely;98777;56353;0,30;15039;11769;14800;38692;5625;5533;5285;2026;121,03;91,51;115,56;306,75;47,54;43,88;43,41;16,91
959;safe;98718;56930;0,06;12370;12296;21331;13189;11747;11827;9531;6409;99,55;95,60;166,55;104,56;99,28;93,80;78,29;53,50
960;section;98695;47018;0,31;8658;25270;3110;2769;5103;16633;7451;29699;69,68;196,48;24,28;21,95;43,13;131,91;61,20;247,92
961;events;98690;53893;0,04;14705;17559;2637;8298;4675;12709;15428;22679;118,35;136,53;20,59;65,79;39,51;100,79;126,73;189,32
962;message;98565;54054;0,03;14312;15388;11924;18379;8882;11530;11179;6966;115,18;119,65;93,10;145,71;75,07;91,44;91,83;58,15
963;online;98471;43217;0,11;23397;18756;2887;8306;1605;15566;13444;14510;188,30;145,83;22,54;65,85;13,56;123,45;110,43;121,13
964;trust;98449;50760;0,19;13511;12726;26421;10133;9180;9306;8947;8225;108,74;98,95;206,29;80,33;77,58;73,80;73,49;68,66
965;married;98360;44355;0,04;9343;10204;22503;13170;16885;11492;9963;4795;75,19;79,34;175,70;104,41;142,70;91,14;81,84;40,03
966;anyway;98121;54798;0,28;15821;11371;28293;11237;20699;5423;4070;1205;127,33;88,41;220,91;89,09;174,94;43,01;33,43;10,06
967;effort;98053;62901;0,01;14308;13777;2556;12227;6793;13100;16457;18835;115,15;107,12;19,96;96,94;57,41;103,89;135,18;157,23
968;allowed;98012;64009;0,01;15344;14712;6489;11221;9999;11331;15884;13030;123,49;114,39;50,67;88,96;84,51;89,86;130,47;108,77
969;store;97668;48454;0,09;15036;12915;10727;8525;14360;16021;16431;3652;121,01;100,42;83,76;67,59;121,36;127,06;134,97;30,49
970;eye;97624;56126;0,07;9396;10475;14655;8778;24249;15278;8334;6459;75,62;81,45;114,43;69,59;204,94;121,17;68,46;53,92
971;republicans;97561;26861;0,96;18421;16713;441;37915;178;7729;14625;1539;148,25;129,95;3,44;300,59;1,50;61,30;120,13;12,85
972;judge;97545;37633;0,32;10012;12047;10207;24872;6866;7343;18724;7471;80,58;93,67;79,70;197,18;58,03;58,24;153,80;62,37
973;added;97512;65073;0,02;13637;15752;1370;4153;12535;15117;22518;12430;109,75;122,48;10,70;32,92;105,94;119,89;184,96;103,76
974;except;97484;61879;0,19;14260;16007;12699;7782;20707;9745;7971;8311;114,77;124,46;99,15;61,70;175,01;77,29;65,47;69,38
975;happens;97452;63076;0,02;15961;13847;17468;21880;6828;9479;8027;3960;128,45;107,66;136,39;173,46;57,71;75,18;65,93;33,06
976;leaders;97322;46590;0,04;11774;12513;1420;15443;1435;12072;22293;20372;94,76;97,29;11,09;122,43;12,13;95,74;183,12;170,06
977;costs;96736;42499;0,02;16354;15190;1811;7442;1271;16950;18129;19589;131,62;118,11;14,14;59,00;10,74;134,43;148,91;163,53
978;ms;96731;22201;0,98;5974;5961;8620;26887;5333;4295;23317;6426;48,08;46,35;67,30;213,16;45,07;34,06;191,53;53,64
979;plans;96704;58511;0,03;11560;12359;6775;9427;5459;15469;25017;10637;93,04;96,09;52,90;74,74;46,14;122,68;205,49;88,80
980;build;96616;59342;0,04;16729;14576;6680;10246;5455;17308;15623;9997;134,64;113,33;52,16;81,23;46,10;137,27;128,33;83,45
981;minute;96580;54697;0,02;7104;6628;34063;15296;15944;9000;5703;2838;57,17;51,53;265,96;121,27;134,75;71,38;46,84;23,69
982;rules;96574;48477;0,07;13582;15650;9449;10311;4823;11617;14933;16207;109,31;121,68;73,78;81,75;40,76;92,13;122,66;135,29
983;places;96449;61442;0,03;13924;13690;6667;12938;11786;14043;11954;11445;112,06;106,44;52,06;102,57;99,61;111,37;98,19;95,54
984;impact;96337;52858;0,05;13179;13057;2073;10681;2475;14297;11959;28616;106,07;101,52;16,19;84,68;20,92;113,39;98,23;238,88
985;event;96286;52958;0,04;17193;17765;4207;9592;4640;12884;17074;12930;138,37;138,13;32,85;76,05;39,21;102,18;140,25;107,94
986;pain;96264;42200;0,05;11277;13511;13631;9272;17964;13610;7279;9716;90,76;105,05;106,43;73,51;151,82;107,94;59,79;81,11
987;image;96054;43365;0,09;12423;15481;3233;5971;9650;17244;8786;23265;99,98;120,37;25,24;47,34;81,56;136,76;72,17;194,21
988;indeed;95933;54866;0,40;13760;14956;4269;10463;8559;13760;7524;22640;110,74;116,29;33,33;82,95;72,34;109,13;61,80;189,00
989;necessary;95768;57851;0,01;13763;17900;5111;7058;5819;11306;8741;26070;110,77;139,18;39,91;55,96;49,18;89,67;71,80;217,63
990;hurt;95335;52745;0,03;9903;8887;30672;12847;16158;6581;8542;1705;79,70;69,10;239,49;101,85;136,56;52,19;70,16;14,23
991;term;95324;50022;0,02;19799;20509;2481;10926;3100;9355;9889;19265;159,34;159,46;19,37;86,62;26,20;74,19;81,23;160,82
992;sitting;95305;58547;0,06;9153;8916;11897;15157;27941;10399;9081;2760;73,66;69,32;92,89;120,16;236,14;82,47;74,59;23,04
993;fast;95274;59248;0,09;12107;11840;16793;8905;16167;15147;9987;4327;97,44;92,06;131,12;70,60;136,64;120,13;82,03;36,12
994;understanding;95221;49330;0,06;14041;15671;2836;6411;4634;9965;5229;36434;113,00;121,85;22,14;50,83;39,16;79,03;42,95;304,15
995;passed;95173;58615;0,01;10376;12787;6922;12238;22033;11117;12517;7182;83,51;99,42;54,05;97,02;186,21;88,17;102,82;59,95
996;committee;95145;36898;0,54;7896;13816;2397;21041;1932;10282;21888;15893;63,55;107,42;18,72;166,81;16,33;81,54;179,79;132,67
997;send;95142;59701;0,10;12555;13291;19440;14353;10754;11295;9680;3773;101,04;103,34;151,79;113,79;90,89;89,58;79,51;31,50
998;movement;95103;43775;0,07;13192;12794;2619;10171;6082;14539;11227;24479;106,17;99,48;20,45;80,64;51,40;115,31;92,22;204,35
999;democratic;95069;34756;0,72;11964;11648;559;26749;477;10377;18088;15207;96,29;90,57;4,36;212,07;4,03;82,30;148,58;126,95
1000;original;95045;53910;0,05;16247;20175;4965;5921;5152;14893;10852;16840;130,76;156,87;38,77;46,94;43,54;118,11;89,14;140,58
1001;older;94885;52505;0,04;9942;11277;5618;8453;16320;14197;12722;16356;80,01;87,68;43,87;67,02;137,93;112,59;104,50;136,54
1002;religious;94549;29775;0,06;14651;14317;2106;7257;2756;13645;10253;29564;117,91;111,32;16,44;57,53;23,29;108,22;84,22;246,80
1003;source;94528;53497;0,13;14943;18414;3939;5657;3823;16172;11191;20389;120,26;143,17;30,76;44,85;32,31;128,26;91,92;170,21
1004;provided;94247;52533;0,01;10467;18566;1336;3832;3335;12131;11001;33577;84,24;144,36;10,43;30,38;28,19;96,21;90,36;280,30
1005;showed;94182;60324;0,01;9316;10508;7366;10269;13317;12715;12797;17894;74,98;81,70;57,51;81,41;112,55;100,84;105,12;149,38
1006;l;94172;25000;0,65;3141;7008;25426;1446;5259;6490;8783;36528;25,28;54,49;198,53;11,46;44,45;51,47;72,14;304,93
1007;jack;94112;25390;0,92;5250;6363;25773;9710;25388;8342;8841;1803;42,25;49,47;201,23;76,98;214,57;66,16;72,62;15,05
1008;review;93913;43228;0,26;13682;20788;2139;5483;3075;7961;10388;30397;110,11;161,63;16,70;43,47;25,99;63,14;85,33;253,75
1009;starting;93909;65611;0,08;15224;12934;10388;11084;7622;12998;17530;6129;122,52;100,57;81,11;87,87;64,42;103,08;143,99;51,16
1010;helped;93559;65362;0,01;11029;11023;6709;11231;9006;15483;19494;9583;88,76;85,71;52,38;89,04;76,11;122,79;160,13;80,00
1011;none;93497;61867;0,31;12877;13151;13928;9080;14988;10096;10986;8390;103,63;102,25;108,75;71,99;126,67;80,07;90,24;70,04
1012;ideas;93491;49363;0,04;18728;17607;5190;7633;4224;12180;7887;20041;150,72;136,90;40,52;60,51;35,70;96,60;64,78;167,30
1013;union;93434;37606;0,62;11976;12522;3269;15760;3281;11930;20450;14246;96,38;97,36;25,52;124,94;27,73;94,61;167,98;118,92
1014;management;93144;38916;0,21;11951;12356;1541;4204;1400;13714;14873;33105;96,18;96,07;12,03;33,33;11,83;108,76;122,17;276,36
1015;address;93094;54428;0,05;12656;15092;6897;11418;5440;11520;10783;19287;101,86;117,34;53,85;90,52;45,98;91,36;88,57;161,01
1016;israel;93079;16413;0,99;21234;20735;1167;16297;1259;6474;12859;13051;170,89;161,22;9,11;129,20;10,64;51,34;105,63;108,95
1017;included;93056;54969;0,02;10234;13705;1021;3549;2985;12018;14306;35238;82,36;106,56;7,97;28,14;25,23;95,31;117,51;294,16
1018;greater;93039;52841;0,06;11335;13770;2331;5477;3255;12837;9857;34177;91,22;107,07;18,20;43,42;27,51;101,81;80,97;285,31
1019;box;92923;47105;0,15;10523;11010;12307;6172;18997;17479;9633;6801;84,69;85,61;96,09;48,93;160,55;138,62;79,13;56,77
1020;sounds;92776;55572;0,18;13379;11803;22376;11786;14238;8919;5690;4584;107,67;91,77;174,71;93,44;120,33;70,73;46,74;38,27
1021;english;92724;39957;0,98;9713;14750;6809;6035;11997;10903;10993;21524;78,17;114,68;53,16;47,85;101,39;86,47;90,30;179,68
1022;range;92654;51731;0,05;9731;11922;3131;4595;4016;18828;12537;27894;78,32;92,70;24,45;36,43;33,94;149,32;102,98;232,86
1023;resources;92596;44209;0,12;12955;13965;1770;5867;1707;11721;10483;34128;104,26;108,58;13,82;46,51;14,43;92,96;86,11;284,90
1024;addition;92588;57232;0,01;11431;14681;1132;4364;2081;13345;11763;33791;92,00;114,15;8,84;34,60;17,59;105,84;96,62;282,08
1025;built;92481;57109;0,03;11983;11542;6362;7773;9821;18610;16958;9431;96,44;89,74;49,67;61,62;83,00;147,59;139,29;78,73
1026;internet;92455;36322;0,73;19844;19715;3302;9381;1893;14965;13223;9806;159,71;153,29;25,78;74,37;16,00;118,68;108,61;81,86
1027;gun;92417;29954;0,06;8278;8206;23739;15185;15673;8347;11206;1776;66,62;63,80;185,35;120,39;132,46;66,20;92,05;14,83
1028;tomorrow;92417;45750;0,15;6395;5170;36171;23043;13033;3789;3586;1229;51,47;40,20;282,42;182,68;110,15;30,05;29,46;10,26
1029;positive;92376;47216;0,04;13078;12720;4390;8810;1999;9481;8192;33706;105,25;98,90;34,28;69,85;16,89;75,19;67,29;281,37
1030;character;92159;41504;0,02;14775;20756;5009;11229;4548;11392;9800;14649;118,91;161,38;39,11;89,02;38,44;90,35;80,50;122,29
1031;complete;92101;62042;0,05;14124;16052;6982;6507;6822;13412;10451;17751;113,67;124,81;54,52;51,59;57,66;106,37;85,85;148,18
1032;effects;92099;38172;0,05;10795;12716;2179;4241;2105;13010;5739;41314;86,88;98,87;17,01;33,62;17,79;103,18;47,14;344,89
1033;content;91964;37945;0,06;20317;21664;1007;2430;2573;11184;6885;25904;163,51;168,44;7,86;19,26;21,75;88,70;56,55;216,24
1034;politics;91739;42074;0,11;13147;11187;2218;20359;2339;10850;12584;19052;105,81;86,98;17,32;161,41;19,77;86,05;103,37;159,04
1035;jesus;91723;24077;0,99;16004;21467;22484;3836;9206;10385;3292;5036;128,80;166,91;175,55;30,41;77,80;82,36;27,04;42,04
1036;pressure;91672;50581;0,03;9695;10013;7634;12730;5640;16518;13076;16364;78,03;77,85;59,61;100,92;47,67;131,00;107,41;136,61
1037;sat;91659;41913;0,09;5129;7303;3744;6193;47006;11381;8338;2564;41,28;56,78;29,23;49,10;397,27;90,26;68,49;21,40
1038;march;91643;46663;0,85;9222;14136;2740;7885;4365;15738;26596;10661;74,22;109,91;21,39;62,51;36,89;124,81;218,46;89,00
1039;meant;91607;57979;0,01;11536;11277;13455;7496;22085;9830;7831;8091;92,84;87,68;105,06;59,43;186,65;77,96;64,32;67,54
1040;born;91553;52426;0,10;11693;15250;10590;9940;11923;12511;12451;7190;94,11;118,57;82,69;78,80;100,77;99,22;102,27;60,02
1041;reality;91527;50174;0,05;18634;16840;4264;10633;5422;12050;8661;15022;149,97;130,94;33,29;84,30;45,82;95,57;71,14;125,40
1042;popular;91500;56291;0,06;12826;13677;3163;9412;3257;16869;14603;17692;103,22;106,34;24,70;74,62;27,53;133,78;119,95;147,69
1043;sister;91372;37345;0,12;6207;7406;22106;9858;25720;8825;8447;2793;49,95;57,58;172,60;78,15;217,37;69,99;69,38;23,32
1044;lack;91370;55898;0,03;16832;14626;2370;5795;4739;11601;10853;24553;135,46;113,72;18,50;45,94;40,05;92,00;89,15;204,97
1045;forces;91308;40158;0,07;8209;12099;3289;17069;3060;12438;14921;20221;66,07;94,07;25,68;135,32;25,86;98,64;122,56;168,80
1046;date;91235;50771;0,08;11525;17484;18447;7929;7019;10945;8760;9120;92,75;135,94;144,03;62,86;59,32;86,80;71,96;76,13
1047;credit;91195;41667;0,11;15510;18380;6311;10976;3681;12926;15909;7492;124,83;142,91;49,28;87,02;31,11;102,51;130,68;62,54
1048;robert;91095;43737;0,99;6377;7879;5838;20383;8040;14045;19214;9262;51,32;61,26;45,58;161,60;67,95;111,39;157,83;77,32
1049;trouble;91026;57749;0,05;8576;8980;22257;13218;15448;10151;9242;3136;69,02;69,82;173,78;104,79;130,56;80,51;75,91;26,18
1050;army;90950;34342;0,52;7080;11028;8058;13465;8295;15467;17577;9980;56,98;85,75;62,92;106,75;70,11;122,67;144,38;83,31
1051;sunday;90939;47879;0,99;11333;11227;4648;13769;6817;8710;32711;1585;91,21;87,29;36,29;109,16;57,61;69,08;268,69;13,23
1052;standing;90839;54985;0,08;8007;9297;10080;11094;28501;9711;8223;5924;64,44;72,29;78,70;87,95;240,88;77,02;67,54;49,45
1053;loss;90823;51060;0,03;14024;13582;4431;7101;5296;13673;16868;15847;112,87;105,60;34,60;56,30;44,76;108,44;138,56;132,29
1054;peace;90666;39652;0,17;10621;14055;9100;16378;6876;9883;12384;11369;85,48;109,28;71,05;129,84;58,11;78,38;101,72;94,91
1055;ball;90567;38350;0,10;11973;9087;13026;6008;10870;17710;18462;3429;96,36;70,65;101,71;47,63;91,87;140,45;151,65;28,62
1056;visit;90537;57103;0,05;11529;12237;7764;8578;11362;15452;15512;8102;92,79;95,15;60,62;68,01;96,03;122,55;127,42;67,63
1057;democrats;90529;26078;0,96;14880;12513;373;36760;191;8234;15639;1938;119,76;97,29;2,91;291,43;1,61;65,30;128,46;16,18
1058;asking;90447;59511;0,02;13011;10935;16822;15943;11114;8070;8953;5590;104,71;85,02;131,35;126,40;93,93;64,00;73,54;46,66
1059;window;90411;41206;0,03;5734;7944;9486;5183;42523;9257;6486;3788;46,15;61,77;74,07;41,09;359,38;73,42;53,28;31,62
1060;throughout;90409;61300;0,11;11671;14142;2109;9888;3877;15289;12170;21262;93,93;109,96;16,47;78,39;32,77;121,25;99,97;177,49
1061;required;90339;51666;0,01;12417;18118;1670;3848;4442;11295;12033;26516;99,93;140,87;13,04;30,51;37,54;89,58;98,84;221,35
1062;account;90332;48146;0,02;13769;20311;5155;5509;4762;12505;10004;18316;110,81;157,92;40,25;43,68;40,25;99,17;82,17;152,90
