rank;word;freq;#texts;%caps;blog;web;TVM;spok;fic;mag;news;acad;blogPM;webPM;TVMPM;spokPM;ficPM;magPM;newsPM;acadPM
1063;e;90320;31277;0,66;4375;8829;7761;1935;14858;9396;12505;30549;35,21;68,65;60,60;15,34;125,57;74,52;102,72;255,02
1064;district;90231;34514;0,42;9045;10951;2500;7647;2394;6386;36320;14988;72,79;85,15;19,52;60,63;20,23;50,65;298,34;125,12
1065;arms;90154;43209;0,04;5319;8731;6696;7382;36229;12206;7196;6393;42,81;67,89;52,28;58,52;306,19;96,80;59,11;53,37
1066;respect;90144;51043;0,03;14793;15541;10284;11890;5020;7890;8082;16644;119,05;120,84;80,30;94,26;42,43;62,57;66,39;138,94
1067;leaving;90123;61338;0,05;9190;9832;16611;8330;18181;11082;11099;5797;73,96;76,45;129,70;66,04;153,66;87,89;91,17;48,39
1068;scene;90022;44911;0,08;9203;10973;10390;14148;14254;11219;11887;7944;74,07;85,32;81,12;112,17;120,47;88,98;97,64;66,32
1069;therefore;90013;44012;0,31;13825;20378;2221;6254;3030;6997;2808;34499;111,26;158,44;17,34;49,58;25,61;55,49;23,07;287,99
1070;straight;89870;55313;0,06;10742;10219;15193;9431;19076;12497;10054;2654;86,45;79,46;118,63;74,77;161,22;99,11;82,58;22,16
1071;river;89579;32476;0,51;5198;8163;6191;5793;17359;19528;17063;10283;41,83;63,47;48,34;45,93;146,71;154,87;140,16;85,84
1072;search;89480;46414;0,12;16230;17510;7050;8132;6588;11867;9631;12471;130,62;136,14;55,05;64,47;55,68;94,11;79,11;104,11
1073;june;89314;44428;1,00;9244;12534;2194;5795;4178;14904;28611;11822;74,40;97,45;17,13;45,94;35,31;118,20;235,01;98,69
1074;fuck;89192;12404;0,36;4978;3651;69582;11;9497;1247;1;223;40,06;28,39;543,29;0,09;80,26;9,89;0,01;1,86
1075;organization;89126;46360;0,14;12290;14673;1872;9264;1326;11810;16231;21658;98,91;114,09;14,62;73,44;11,21;93,66;133,32;180,80
1076;loved;89053;49051;0,04;12470;12567;14894;12134;18631;8999;7168;2179;100,36;97,71;116,29;96,20;157,46;71,37;58,88;18,19
1077;ran;88988;54486;0,02;8106;8721;11143;9671;25853;10111;12439;2940;65,24;67,81;87,00;76,67;218,50;80,19;102,18;24,54
1078;lived;88950;53649;0,01;9800;10008;8507;9763;20752;10641;11675;7804;78,87;77,81;66,42;77,40;175,39;84,39;95,90;65,15
1079;disease;88855;29929;0,10;7322;11968;3798;9970;2850;21543;8988;22416;58,93;93,05;29,65;79,04;24,09;170,85;73,83;187,13
1080;reasons;88790;57847;0,02;17337;15074;3852;12009;4782;10100;9002;16634;139,53;117,20;30,08;95,21;40,42;80,10;73,94;138,86
1081;unless;88676;58041;0,23;17353;16780;14336;8749;7952;8723;8230;6553;139,66;130,47;111,93;69,36;67,21;69,18;67,60;54,70
1082;friday;88660;47650;0,99;12458;11735;6015;13926;4639;6116;32620;1151;100,26;91,24;46,96;110,41;39,21;48,50;267,94;9,61
1083;nor;88471;51360;0,18;13986;18775;3190;3924;12238;11240;8114;17003;112,56;145,98;24,91;31,11;103,43;89,14;66,65;141,94
1084;majority;88453;47513;0,06;16792;15516;866;13418;1001;9502;12267;19091;135,14;120,64;6,76;106,38;8,46;75,36;100,76;159,37
1085;environment;88368;44224;0,07;11419;12080;2258;7342;1819;12678;9052;31720;91,90;93,92;17,63;58,21;15,37;100,55;74,35;264,80
1086;rock;88340;39770;0,29;7403;10199;12168;8329;13295;16358;15513;4375;59,58;79,30;95,01;66,03;112,36;129,73;127,43;36,52
1087;r;88330;29325;0,80;6255;9724;3163;4042;6241;7606;14023;37189;50,34;75,61;24,70;32,04;52,75;60,32;115,19;310,45
1088;cancer;88231;24081;0,13;10444;11040;5246;12086;3207;23204;11814;11188;84,05;85,84;40,96;95,82;27,10;184,03;97,04;93,40
1089;daily;88174;53294;0,23;14032;13318;2052;6379;4253;16834;17432;13874;112,93;103,55;16,02;50,57;35,94;133,51;143,19;115,82
1090;reach;88148;61385;0,03;11270;11681;7258;8476;12122;15129;12170;10042;90,70;90,82;56,67;67,20;102,45;119,98;99,97;83,83
1091;stopped;88086;53049;0,01;8324;8560;10176;8540;32058;8462;9224;2737;66,99;66,56;79,45;67,70;270,94;67,11;75,77;22,85
1092;worse;88077;56916;0,06;16231;12972;13315;10764;12959;9414;7957;4464;130,63;100,86;103,96;85,34;109,52;74,66;65,36;37,27
1093;reports;88076;52894;0,07;9641;12110;3200;19907;2799;12078;14358;13983;77,59;94,16;24,99;157,82;23,66;95,79;117,94;116,73
1094;hello;88049;32936;0,81;2893;3003;58503;12656;8453;1366;981;193;23,28;23,35;456,79;100,34;71,44;10,83;8,06;1,61
1095;worry;88038;53433;0,02;8922;7187;31767;9520;12982;7935;7133;2591;71,80;55,88;248,04;75,47;109,72;62,93;58,59;21,63
1096;welcome;88029;53834;0,41;7847;6571;25529;27517;6775;5298;6231;2255;63,15;51,09;199,33;218,15;57,26;42,02;51,18;18,82
1097;insurance;87955;27721;0,10;16760;15457;4520;12575;2697;12921;15996;7029;134,89;120,18;35,29;99,69;22,79;102,47;131,39;58,68
1098;heat;87902;35829;0,12;8296;8548;5413;4960;12527;28516;14192;5446;66,77;66,46;42,26;39,32;105,87;226,15;116,57;45,46
1099;followed;87826;58471;0,01;8322;11397;4291;5666;20209;11752;11771;14418;66,98;88,61;33,50;44,92;170,80;93,20;96,69;120,36
1100;lines;87635;52135;0,04;10727;12361;5064;8799;10254;15240;12311;12877;86,33;96,11;39,54;69,76;86,66;120,86;101,12;107,50
1101;related;87548;48405;0,09;12016;15537;1839;3963;1857;8932;6454;36948;96,71;120,80;14,36;31,42;15,69;70,84;53,01;308,44
1102;shall;87489;25180;0,07;8048;43108;14975;2659;7649;2597;1559;6894;64,77;335,18;116,92;21,08;64,65;20,60;12,81;57,55
1103;production;87373;36205;0,04;13276;13438;1846;4506;1790;13514;13046;25956;106,85;104,48;14,41;35,72;15,13;107,18;107,16;216,68
1104;gives;87351;61187;0,02;13880;15187;7833;9140;8792;13490;10429;8600;111,71;118,08;61,16;72,46;74,31;106,99;85,66;71,79
1105;november;87176;46792;1,00;24573;22587;1138;7249;2224;10651;11000;7733;197,76;175,62;8,89;57,47;18,80;84,47;90,36;64,55
1106;coach;87079;27967;0,19;10421;8306;6865;3989;3448;9768;40682;3596;83,87;64,58;53,60;31,62;29,14;77,47;334,17;30,02
1107;forget;87075;54440;0,18;11231;9867;28242;9777;12149;7724;5935;2146;90,39;76,72;220,51;77,51;102,68;61,26;48,75;17,91
1108;gas;87067;32170;0,07;14091;11875;7904;8718;7119;14125;13530;9703;113,41;92,33;61,71;69,12;60,17;112,02;111,14;81,00
1109;explain;86978;55065;0,05;12792;12470;13560;12062;9904;8516;5533;12141;102,95;96,96;105,88;95,63;83,70;67,54;45,45;101,35
1110;marriage;86830;31039;0,07;14049;14666;8107;10859;8929;11829;9010;9379;113,07;114,03;63,30;86,09;75,46;93,81;74,01;78,30
1111;dollars;86769;47766;0,02;12809;11240;8535;17949;8191;10282;13295;4467;103,09;87,39;66,64;142,30;69,23;81,54;109,21;37,29
1112;statement;86767;48889;0,03;14784;15961;4025;13637;2802;9479;14937;11142;118,98;124,10;31,43;108,11;23,68;75,18;122,69;93,01
1113;chicago;86642;36884;0,99;8386;8096;4532;10569;4035;11999;31354;7551;67,49;62,95;35,39;83,79;34,10;95,16;257,54;63,04
1114;onto;86625;51871;0,01;7984;8211;5267;4784;32184;14205;8852;5135;64,26;63,84;41,12;37,93;272,00;112,66;72,71;42,87
1115;fair;86564;50944;0,17;13819;12045;11402;15058;7739;8888;11451;6160;111,22;93,65;89,03;119,38;65,41;70,49;94,06;51,42
1116;skills;86562;35476;0,04;10125;10761;2678;3071;2576;9631;7902;39818;81,49;83,67;20,91;24,35;21,77;76,38;64,91;332,40
1117;standard;86472;45697;0,14;11953;14118;2431;6780;2878;14218;9200;24894;96,20;109,77;18,98;53,75;24,32;112,76;75,57;207,81
1118;weight;86310;38833;0,06;11285;11651;4958;6516;10359;22724;6853;11964;90,82;90,59;38,71;51,66;87,55;180,22;56,29;99,87
1119;crazy;86117;46021;0,08;10488;8144;34288;9684;12169;5804;4751;785;84,41;63,32;267,72;76,77;102,85;46,03;39,03;6,55
1120;conditions;86091;42779;0,02;9091;13686;1717;6692;1896;13701;8360;30948;73,16;106,41;13,41;53,05;16,02;108,66;68,67;258,35
1121;theory;85916;32741;0,09;11840;14092;4682;5181;3384;9430;3905;33400;95,29;109,57;36,56;41,07;28,60;74,79;32,08;278,82
1122;pm;85849;17963;0,43;28744;42071;434;8618;559;1535;2141;1732;231,33;327,11;3,39;68,32;4,72;12,17;17,59;14,46
1123;song;85747;30667;0,10;10357;16626;13145;13552;9377;9422;7185;6081;83,35;129,27;102,64;107,44;79,25;74,72;59,02;50,76
1124;spending;85611;42534;0,03;16503;14472;3682;15950;2829;11399;15543;5208;132,82;112,52;28,75;126,45;23,91;90,40;127,67;43,48
1125;obviously;85464;52418;0,25;15227;11710;9593;26749;6701;5386;5685;4406;122,55;91,05;74,90;212,07;56,63;42,72;46,70;36,78
1126;brain;85417;32862;0,08;10509;13360;12621;8116;9977;17707;5309;7816;84,58;103,88;98,54;64,34;84,32;140,43;43,61;65,25
1127;calling;85307;56010;0,04;11456;10181;16144;13934;11307;8574;9682;4028;92,20;79,16;126,05;110,47;95,56;68,00;79,53;33,63
1128;parts;85267;53870;0,03;11584;14059;4187;9719;6664;15368;10542;13143;93,23;109,31;32,69;77,05;56,32;121,88;86,59;109,72
1129;imagine;85196;55080;0,17;15195;11761;10963;12494;14371;9784;5776;4847;122,29;91,44;85,60;99,05;121,46;77,59;47,44;40,46
1130;favorite;85169;54194;0,05;15017;11718;9801;9404;8623;16464;11495;2647;120,86;91,11;76,53;74,55;72,88;130,57;94,42;22,10
1131;dinner;85119;42737;0,08;6252;6181;22249;6106;18099;12064;12574;1586;50,32;48,06;173,72;48,41;152,96;95,68;103,28;13,24
1132;professional;85051;45713;0,09;12495;11350;4301;5395;4050;11273;10665;25521;100,56;88,25;33,58;42,77;34,23;89,40;87,60;213,05
1133;debate;84994;38756;0,03;16437;12613;1588;22927;1164;7813;11585;10865;132,29;98,07;12,40;181,76;9,84;61,96;95,16;90,70
1134;tom;84901;32545;0,97;6391;7203;11537;18314;14186;10272;14021;2604;51,44;56,01;90,08;145,19;119,89;81,46;115,17;21,74
1135;caught;84874;54292;0,03;8308;8243;11988;9735;23471;9516;10030;3579;66,86;64,09;93,60;77,18;198,37;75,47;82,39;29,88
1136;professor;84840;42080;0,36;7164;9873;7167;11041;7059;15280;15069;12187;57,66;76,77;55,96;87,53;59,66;121,18;123,78;101,74
1137;july;84808;41697;1,00;10144;13711;1612;5568;3306;13416;26351;10632;81,64;106,61;12,59;44,14;27,94;106,40;216,45;88,75
1138;stage;84800;45614;0,07;9026;10411;6228;12193;8190;11308;12779;14665;72,64;80,95;48,63;96,67;69,22;89,68;104,97;122,42
1139;web;84746;35473;0,58;16143;20807;1452;9075;2371;13262;10672;10959;129,92;161,78;11,34;71,95;20,04;105,18;87,66;91,48
1140;rich;84583;47287;0,17;13386;13436;8776;8567;9428;13168;10764;7057;107,73;104,47;68,52;67,92;79,68;104,43;88,42;58,91
1141;cup;84511;25493;0,21;4790;4958;5461;2739;10335;34383;20690;1153;38,55;38,55;42,64;21,71;87,35;272,68;169,95;9,63
1142;club;84327;38189;0,39;7816;7763;12014;5669;8059;15438;22115;5447;62,90;60,36;93,80;44,94;68,11;122,44;181,65;45,47
1143;teaching;84299;30182;0,09;8853;9268;2854;3523;3592;7475;6605;42129;71,25;72,06;22,28;27,93;30,36;59,28;54,25;351,69
1144;sexual;84266;25634;0,05;9408;9370;4451;10657;3076;11973;10458;24873;75,72;72,85;34,75;84,49;26,00;94,96;85,90;207,64
1145;individuals;84259;38382;0,05;11539;15089;915;6370;1019;8636;6103;34587;92,87;117,32;7,14;50,50;8,61;68,49;50,13;288,73
1146;hate;84191;42398;0,06;16944;12276;26541;8693;8747;4823;4828;1339;136,37;95,45;207,23;68,92;73,93;38,25;39,66;11,18
1147;named;84115;55405;0,03;7464;10745;8860;9371;11189;14181;16797;5507;60,07;83,55;69,18;74,29;94,56;112,47;137,97;45,97
1148;modern;84033;43513;0,14;12124;13652;2413;4811;3493;16467;9865;21207;97,57;106,15;18,84;38,14;29,52;130,60;81,03;177,03
1149;ta;84026;24276;0,04;2880;2895;66862;1583;6203;1534;1157;912;23,18;22,51;522,06;12,55;52,42;12,17;9,50;7,61
1150;products;84004;36633;0,05;14616;12762;1132;5487;1039;20772;12663;15533;117,63;99,23;8,84;43,50;8,78;164,74;104,02;129,67
1151;senate;83977;27276;0,96;9280;11925;1016;30745;554;7806;18040;4611;74,69;92,72;7,93;243,75;4,68;61,91;148,18;38,49
1152;n;83966;25143;0,48;4933;8711;6278;2051;8340;4941;12521;36129;39,70;67,73;49,02;16,26;70,49;39,19;102,85;301,60
1153;violence;83938;31727;0,07;10243;10571;3428;15469;2949;9635;14967;16675;82,44;82,19;26,77;122,64;24,92;76,41;122,94;139,20
1154;mine;83876;46400;0,10;10365;8785;27905;7522;15994;6199;4615;2486;83,42;68,31;217,88;59,63;135,17;49,16;37,91;20,75
1155;stood;83875;40294;0,01;4225;6678;3255;5095;47897;7358;6524;2843;34,00;51,92;25,41;40,39;404,80;58,35;53,59;23,73
1156;goal;83857;49200;0,03;14645;12256;2746;6699;2075;11541;14804;19091;117,86;95,29;21,44;53,11;17,54;91,53;121,60;159,37
1157;talked;83848;50938;0,01;7262;6052;13251;27725;13347;6156;7783;2271;58,44;47,06;103,46;219,80;112,80;48,82;63,93;18,96
1158;leader;83843;46900;0,13;9494;10578;4970;17389;3978;10707;18234;8491;76,41;82,25;38,81;137,86;33,62;84,91;149,78;70,88
1159;efforts;83782;50638;0,02;10318;11894;1095;7257;2241;11711;14812;24453;83,04;92,48;8,55;57,53;18,94;92,88;121,67;204,13
1160;comment;83679;43870;0,11;28742;19059;2697;8548;3018;5394;11483;4738;231,32;148,19;21,06;67,77;25,51;42,78;94,32;39,55
1161;whom;83299;53678;0,02;9686;15773;3344;6084;10611;12661;11864;13276;77,95;122,64;26,11;48,23;89,68;100,41;97,45;110,83
1162;base;83281;46450;0,09;11107;11299;5496;9400;7096;13782;14062;11037;89,39;87,85;42,91;74,52;59,97;109,30;115,51;92,14
1163;crime;83139;34900;0,08;8501;9812;10920;19535;5072;7793;14410;7096;68,42;76,29;85,26;154,87;42,87;61,80;118,37;59,24
1164;wonder;83045;54063;0,08;16039;12075;12584;9634;13361;8957;7085;3305;129,08;93,89;98,26;76,38;112,92;71,04;58,20;27,59
1165;television;82707;43344;0,09;6379;8233;3941;19560;7388;12013;17884;7308;51,34;64,01;30,77;155,07;62,44;95,27;146,90;61,01
1166;civil;82575;37125;0,28;10217;12760;2506;12636;2323;10490;14585;17058;82,23;99,21;19,57;100,18;19,63;83,19;119,80;142,40
1167;g;82559;20226;0,59;3066;6937;3575;1400;3511;29274;13960;20732;24,68;53,94;27,91;11,10;29,67;232,17;114,67;173,07
1168;fish;82524;26936;0,13;5404;6924;9845;4502;11952;20492;12031;11367;43,49;53,84;76,87;35,69;101,01;162,52;98,82;94,89
1169;activities;82507;36983;0,04;7484;11061;1188;3501;1566;8970;8691;40046;60,23;86,00;9,28;27,76;13,24;71,14;71,39;334,30
1170;posted;82376;26823;0,39;32022;35555;1349;2171;1204;3262;5493;1317;257,71;276,45;10,53;17,21;10,18;25,87;45,12;10,99
1171;speech;82260;34006;0,05;11878;11408;4782;15955;4593;7732;9187;16724;95,59;88,70;37,34;126,49;38,82;61,32;75,46;139,61
1172;raised;82227;54340;0,02;8596;10118;3887;10419;16836;11165;13556;7648;69,18;78,67;30,35;82,60;142,29;88,55;111,35;63,84
1173;normal;82160;47621;0,04;12100;12408;10434;9415;8260;10805;6663;12074;97,38;96,48;81,47;74,64;69,81;85,69;54,73;100,79
1174;association;82116;43477;0,69;6354;9229;1028;5447;1214;12183;20936;25723;51,14;71,76;8,03;43,18;10,26;96,62;171,97;214,73
1175;beat;82072;44967;0,09;9016;7842;14759;8223;15834;10106;14302;1988;72,56;60,97;115,24;65,19;133,82;80,15;117,48;16,60
1176;rates;81978;32292;0,03;11189;11894;587;7207;577;13713;14111;22699;90,05;92,48;4,58;57,14;4,88;108,75;115,91;189,49
1177;version;81919;47774;0,04;14587;19303;2540;5484;3920;14280;9932;11873;117,40;150,09;19,83;43,48;33,13;113,25;81,58;99,11
1178;radio;81877;38985;0,20;8418;9218;8056;15509;11215;11253;12818;5382;67,75;71,67;62,90;122,96;94,78;89,24;105,29;44,93
1179;safety;81877;41082;0,13;10466;11708;4596;9615;4699;12194;17437;11162;84,23;91,03;35,89;76,23;39,71;96,71;143,23;93,18
1180;freedom;81863;36997;0,19;14858;14911;5257;9089;4121;9292;8706;15628;119,58;115,94;41,05;72,06;34,83;73,69;71,51;130,46
1181;opened;81848;50485;0,01;5790;7512;4499;6456;29334;9668;14220;4369;46,60;58,41;35,13;51,18;247,92;76,67;116,80;36,47
1182;clean;81821;47975;0,11;10448;9345;15510;7268;13191;12994;8692;4370;84,09;72,66;121,10;57,62;111,48;103,05;71,40;36,48
1183;bob;81816;29409;0,98;5171;5492;9990;30243;8927;8228;12003;1632;41,62;42,70;78,00;239,77;75,45;65,25;98,59;13,62
1184;letter;81578;37530;0,07;7945;11859;7819;9614;11060;9700;13234;10346;63,94;92,21;61,05;76,22;93,47;76,93;108,71;86,37
1185;eventually;81511;57487;0,18;11897;12580;4131;7869;8549;15144;12070;9271;95,75;97,81;32,25;62,39;72,25;120,10;99,14;77,39
1186;shut;81417;42773;0,26;6754;6475;32207;6413;18061;4880;5432;1178;54,36;50,34;251,47;50,84;152,64;38,70;44,62;9,83
1187;thousands;81392;53639;0,07;11130;11284;4268;14940;4492;14060;15829;5382;89,57;87,74;33,32;118,44;37,96;111,51;130,02;44,93
1188;increased;81254;42334;0,03;9258;12032;801;4063;1536;11144;9708;32707;74,51;93,55;6,25;32,21;12,98;88,38;79,74;273,04
1189;bottom;81248;51250;0,09;10963;11049;6391;9045;11974;17412;8828;5584;88,23;85,91;49,90;71,71;101,20;138,09;72,51;46,61
1190;budget;81188;33302;0,10;13032;12348;1757;17482;1121;9889;19003;6556;104,88;96,01;13,72;138,60;9,47;78,43;156,09;54,73
1191;immediately;81173;56520;0,05;10564;12738;6001;8936;11740;12077;10441;8673;85,02;99,04;46,86;70,84;99,22;95,78;85,76;72,40
1192;walked;81096;42129;0,01;5022;6339;7080;7450;38421;7018;8066;1700;40,42;49,29;55,28;59,06;324,72;55,66;66,25;14,19
1193;conference;81091;40195;0,26;10520;11574;2917;10720;3320;9749;19791;12500;84,67;89,99;22,78;84,99;28,06;77,32;162,57;104,35
1194;mike;81020;32413;0,96;8068;7113;13937;15669;8191;8012;18386;1150;64,93;55,31;108,82;124,22;69,23;63,54;151,02;9,60
1195;player;81001;36507;0,09;12326;11711;4650;5639;3548;12761;27055;3311;99,20;91,06;36,31;44,71;29,99;101,20;222,23;27,64
1196;female;80981;32950;0,12;9516;10403;4908;8081;6351;10490;8087;23142;76,59;80,89;38,32;64,07;53,68;83,19;66,43;193,19
1197;protect;80853;49952;0,03;10405;10951;11239;11839;5272;11692;10060;9393;83,74;85,15;87,75;93,86;44,56;92,73;82,63;78,41
1198;europe;80845;35284;0,99;10176;10782;2926;10572;2923;13624;12769;16953;81,90;83,83;22,85;83,81;24,70;108,05;104,89;141,52
1199;skin;80734;35233;0,04;7309;7745;6349;4740;24546;19372;4702;5965;58,82;60,22;49,57;37,58;207,45;153,63;38,62;49,80
1200;agency;80609;36251;0,23;7597;13313;2506;7461;2445;11045;21159;15083;61,14;103,51;19,57;59,15;20,66;87,60;173,80;125,91
1201;activity;80554;37497;0,04;8589;12316;2335;4991;2618;10916;6226;32563;69,12;95,76;18,23;39,57;22,13;86,57;51,14;271,83
1202;network;80499;38134;0,21;11433;13731;2718;8607;2152;14542;15443;11873;92,01;106,76;21,22;68,24;18,19;115,33;126,85;99,11
1203;traditional;80482;43145;0,05;9083;9077;1204;4798;1865;14617;11868;27970;73,10;70,58;9,40;38,04;15,76;115,92;97,48;233,49
1204;wan;80368;18929;0,08;1963;3162;67065;3249;3192;907;492;317;15,80;24,59;523,64;25,76;26,98;7,19;4,04;2,65
1205;interview;80366;42536;0,05;10018;10656;5050;17663;3229;7877;14938;10927;80,63;82,85;39,43;140,03;27,29;62,47;122,70;91,22
1206;environmental;80347;23671;0,20;6145;6970;777;3595;730;13185;10747;38196;49,46;54,19;6,07;28,50;6,17;104,57;88,28;318,86
1207;sea;80227;32801;0,25;7404;10653;6629;5652;15895;15311;8811;9870;59,59;82,83;51,76;44,81;134,34;121,43;72,37;82,39
1208;october;80194;42302;1,00;21133;19193;1348;5482;2571;11783;9877;8777;170,08;149,23;10,53;43,46;21,73;93,45;81,13;73,27
1209;region;80163;34861;0,06;7277;11623;1009;8306;1596;11184;16339;22829;58,57;90,37;7,88;65,85;13,49;88,70;134,21;190,57
1210;continued;80060;49771;0,05;7913;10714;1182;5529;18479;10552;10333;15357;63,68;83,30;9,23;43,83;156,18;83,69;84,88;128,20
1211;officer;80047;35215;0,23;5575;8623;12962;11316;9446;7762;19668;4691;44,87;67,05;101,21;89,71;79,83;61,56;161,55;39,16
1212;property;80040;33823;0,05;11770;16691;4494;4769;4444;8760;16297;12812;94,73;129,78;35,09;37,81;37,56;69,47;133,87;106,95
1213;holding;79952;51994;0,05;8003;8653;9056;7957;22587;9049;8632;6003;64,41;67,28;70,71;63,08;190,89;71,77;70,90;50,11
1214;touch;79871;49824;0,07;8785;8863;17965;7845;16017;10478;6226;3689;70,70;68,91;140,27;62,19;135,37;83,10;51,14;30,80
1215;developed;79847;47684;0,01;8180;10639;1934;4223;2850;13922;7967;30131;65,83;82,72;15,10;33,48;24,09;110,41;65,44;251,53
1216;fucking;79814;11530;0,10;5599;3520;60136;5;9035;1389;1;114;45,06;27,37;469,54;0,04;76,36;11,02;0,01;0,95
1217;effective;79720;43327;0,04;11011;12480;1596;6556;1272;11233;6765;28807;88,62;97,04;12,46;51,98;10,75;89,09;55,57;240,48
1218;island;79690;31757;0,51;7535;8598;7668;7357;10464;15662;13633;8772;60,64;66,85;59,87;58,33;88,44;124,21;111,98;73,23
1219;smith;79668;27487;0,99;8055;7604;3782;11524;4431;10827;22683;10705;64,83;59,12;29,53;91,36;37,45;85,87;186,32;89,36
1220;mouth;79641;40021;0,02;5371;7418;12059;4408;37635;6795;3407;2545;43,23;57,68;94,16;34,95;318,07;53,89;27,99;21,25
1221;interested;79575;52901;0,02;14606;12435;9494;9995;7567;8276;8391;8811;117,55;96,69;74,13;79,24;63,95;65,64;68,92;73,55
1222;benefits;79543;38227;0,03;13256;13981;1159;6555;913;13098;11952;18629;106,68;108,71;9,05;51,97;7,72;103,88;98,17;155,51
1223;previous;79540;50597;0,08;11755;13060;1432;4839;4498;10135;12818;21003;94,60;101,54;11,18;38,36;38,01;80,38;105,29;175,33
1224;nuclear;79491;18350;0,08;10307;13494;2671;16077;1512;9807;10827;14796;82,95;104,92;20,86;127,46;12,78;77,78;88,93;123,52
1225;income;79383;28396;0,05;15675;15899;945;7223;1244;11924;13167;13306;126,15;123,62;7,38;57,26;10,51;94,57;108,15;111,08
1226;directly;79172;52790;0,01;11340;13407;3057;6993;7580;11723;7614;17458;91,26;104,24;23,87;55,44;64,06;92,97;62,54;145,74
1227;afraid;79066;45400;0,04;7757;7518;24642;10599;16707;5353;4842;1641;62,43;58,45;192,40;84,03;141,20;42,45;39,77;13,70
1228;choose;79006;49885;0,07;16831;15481;7100;6638;4488;12860;7174;8433;135,46;120,37;55,44;52,63;37,93;101,99;58,93;70,40
